pmid,ref_list
5330427,['14239846']
5666963,"['6019133', '4964564', '14280442', '14316946']"
6054730,"['6019133', '13929797', '14078003', '14280442', '14316946', '14042906']"
14316946,"['14078003', '14087622', '14247728']"
14087621,['14087622']
14078003,['13848490']
4139225,"['5922290', '4959665', '5778786', '4113510', '4506240', '4567307', '4577289', '4542253', '4542735', '4543024', '4591176', '14316946']"
4591176,"['4542735', '14078003', '14316946', '4964564', '5778786', '4111773', '4632688', '5666963']"
4101362,"['5656398', '4900926', '13929797']"
4567307,"['4159289', '5666963', '4101362', '4102685', '4999540', '5058234', '4506240', '14087621', '14316946', '4964564']"
4547573,"['5778786', '4977002', '4101362', '4254163', '5058234', '5061977', '4111773', '4113510', '4542735', '4591176']"
4964564,"['6019133', '13929797', '14078003', '14316946']"
4995527,['4180276']
14253481,['14112262']
4119587,"['5320303', '4285446', '5103551', '5576335', '4102688', '5009704', '5005299', '14253481']"
4102688,"['4873814', '4976110', '4982196']"
4149357,"['4874495', '4943930', '4550767', '4570019', '13130792', '14253481']"
4200649,"['4976110', '5103551', '5576335', '4102688', '4623315', '5005299', '4119587']"
4598114,"['4976109', '5477937', '4536807', '4622104', '5018051', '4703235', '14278233']"
4550767,"['4164885', '4943930']"
4536807,"['5477937', '5487544', '4997584', '4622104']"
4816302,"['4225264', '4347288', '4355423', '14278233']"
4874495,"['14084657', '14212120', '5914694', '5914695', '4874491', '13714578']"
1092796,"['4149357', '4542735', '4543024', '5018051', '4991439', '4874495', '1127381', '14253481', '13130792']"
5576335,"['4225263', '4164885', '4964565', '4976109', '4976110', '4181833', '5422026']"
4102685,"['5691986', '4097588']"
4506240,"['4978228', '4097588', '4101362', '4999540', '14087621']"
4285446,"['5320303', '14253481', '14278233']"
5508379,"['5666958', '5413324', '5508378']"
4166664,"['14078003', '14316946']"
5470509,"['4159289', '5922290', '4225264', '4165629', '4964564', '5666963', '5667579', '4182367', '4978744', '5347695', '4193934', '5508377', '14078003', '14316946']"
4111773,"['5343436', '4097977', '5166612', '14316946']"
4734261,"['14042906', '4159289', '4166664', '6074005', '5641611', '4180276', '4995527', '14316946']"
4700488,"['4193935', '5470509', '4734261', '14223932', '14332166']"
14042906,['14409703']
5931921,"['5320303', '14253481', '14278233']"
5922746,['5922745']
5926301,"['5926300', '13130792']"
5656398,"['10976226', '10976227', '6050946', '14195604', '14195605', '14253481']"
5656399,"['5926301', '5656398', '14112262']"
5922094,"['4159289', '5922092']"
4165629,"['5891629', '14316946', '14078003', '6019133', '5922290', '5891628', '13929797']"
5641611,"['4166664', '14042906']"
4977002,"['5891628', '5922092', '5922093', '5922094', '4964172', '14087621']"
5343432,"['4162485', '4162486', '4164884', '6025317', '5682943', '14087621', '14264268', '14316948']"
4982356,"['4159289', '4162237', '5922290', '4383923', '5667579', '14087621', '14280442']"
5516433,"['4285446', '6073998', '5762047', '5511570']"
4352715,['13929797']
4375969,['4352715']
4097829,"['4166664', '13929797', '14078003']"
301852,['4097829']
5891628,"['14409703', '14087622', '14042906', '13848490']"
13929797,['13848490']
14087622,['14087621']
14280442,"['13929797', '14078003', '14151101']"
14316948,"['13872176', '14247728', '14264268', '14316946']"
14087615,"['13130792', '13929797']"
230820,"['889570', '4423057', '1275890', '1275889', '736890']"
6342608,"['949329', '230820']"
308953,"['300309', '4122710', '4941661', '1261091']"
949329,"['4423057', '1275890']"
1275890,"['1275889', '4423057']"
889570,"['4423057', '1275890', '1275889']"
4423057,['5076780']
1275889,"['1275890', '4423057']"
736890,"['889570', '4423057', '949329', '1275890', '1275889']"
7126174,['4423057']
11894930,['5076780']
6200429,"['6342608', '6412679']"
5076780,['4104295']
2420325,"['7396858', '6342608', '6200429', '6712635', '230820']"
6225822,"['1127105', '6808506']"
6230373,"['4977002', '4991439', '6808506']"
2934409,['300783']
3005468,"['300783', '6808506', '2934409']"
2940169,"['6808506', '6225822']"
2941515,"['2934409', '4622104', '6808506']"
6935683,['5718505']
6808506,"['4977002', '4991439', '4113510', '1127105', '1185106', '1194857']"
2436222,"['6238120', '2581259', '2409211', '2416869', '6576376', '6225118']"
70787,"['5666963', '6019133']"
6601177,['70787']
6576376,"['6019133', '4855546']"
6225118,"['5470509', '6222136', '4111773', '4700488']"
2409211,"['6222136', '6576376', '6225118', '6238120', '2581259']"
2416869,"['6222136', '6576376', '6225118', '6238120', '2581259', '2409211']"
2428045,"['6946459', '6576376', '6225118', '6238120', '2581259', '3860874']"
6222136,"['5470509', '4111773', '4700488']"
6238120,"['4964564', '5508377', '6576376', '6225118']"
2581259,"['6576376', '6225118', '6238120', '6946459', '6222136']"
3860874,"['6576376', '6225118', '6238120', '4855546']"
2413153,"['6222136', '6225118', '4855546', '6576376']"
6946459,"['4193935', '4193934']"
3135800,"['11894930', '230820', '6412679', '2424433']"
3131772,"['11894930', '2451503']"
5922092,"['5891628', '5891629', '5922094', '14087621']"
15776568,"['6054730', '14316946', '6069927', '5778786', '6019133']"
1168693,"['14316946', '4111773', '4181833', '4507613']"
4390900,"['4181833', '4390899']"
4507613,"['6074005', '4097977', '4111773']"
4631990,"['4181833', '4390899', '4390900', '4097977', '4334720', '4507613', '14223932', '14316946']"
4178112,"['4164884', '4977002', '14316946']"
5387730,"['6021213', '6036538', '13961191', '14112262', '14212120']"
4390899,"['5891628', '4390900', '14316946']"
5011103,"['5422026', '4106463', '14112262', '14278233']"
4334720,"['4194088', '4106463']"
14223932,"['13929797', '14078003', '14087615', '14151101']"
4162237,"['13872176', '14151101', '14264268', '14330416']"
4703226,['4264575']
5487541,"['4162237', '5347695', '4992784', '13872176']"
4264575,['5009705']
4641855,"['5682943', '5487541', '4992784', '5009705', '13872176', '14316946']"
6025317,['4164884']
4226271,"['14316948', '4162237', '4226164', '13872176', '14264268', '14316946']"
4992784,"['4162237', '13714578', '13872176']"
6019133,"['14151101', '14280442', '14332166', '14078003', '4159289']"
4960742,"['14332166', '4162486', '13929797', '14078003', '14087615', '14151101', '14280442', '14316946']"
14151101,['13929797']
4226164,"['4162237', '14316948']"
4911896,"['5691985', '5691986']"
5576663,['4392946']
4999540,['4102685']
4115705,"['4102685', '4110525']"
4567306,"['4101362', '4102685', '4104295', '4999540', '4113510', '4097588']"
4271771,"['4999540', '4941661']"
5463248,['5691986']
5508246,['5691986']
4105838,['4097588']
5014610,"['5666958', '5413324', '5508378', '5508379']"
13658145,['13130792']
4913802,"['5691985', '5691986']"
5111439,['4873814']
4625441,['4976110']
6021213,['13694489']
4927594,['5691985']
4101345,"['5691985', '5691986']"
5105301,"['4101345', '4101973', '4934503']"
5165203,"['5691985', '5691986', '13130792']"
5061977,"['5691985', '4101362', '5058234', '13130792']"
5691985,['5691986']
4104295,"['5691985', '5691986', '4097588']"
5315413,"['5691985', '4097588', '4927594']"
4106485,['5691986']
5061978,"['4927594', '4934503', '5105301']"
4554454,"['4106485', '4110525']"
4117193,"['4111775', '5064226', '15776565']"
4577289,"['4102685', '4999540', '4506240', '4117194', '4113510']"
4623608,"['4104295', '5315413', '4106485', '4101973', '4551216', '15776565']"
5065753,"['4101345', '4104295', '5126636', '4943147', '5062922']"
4403565,"['4104295', '4623608', '5025439']"
4097588,['5691986']
4101973,"['5691985', '4927594']"
4536706,"['4097588', '4927594', '4101973', '4102685', '5103556', '4104295', '4934503', '5105301', '4551216']"
4551216,"['4097588', '4101973']"
5062922,"['5691985', '5463248', '4101345']"
5025439,['4104295']
14264268,['14087621']
14325476,"['14264268', '14330416']"
14330416,"['14212120', '14264268', '14325476']"
12981220,"['12981221', '12981222']"
12981221,"['12981220', '12981222']"
12981222,"['12981220', '12981221']"
13714579,['13714578']
5922290,"['4162237', '14087621', '14247728', '14316946', '14316948']"
5653813,"['5922290', '14316948']"
5773091,"['14316946', '5922290', '6074005', '14078003', '14223932', '14247728']"
14247728,['14087622']
13823727,['13823728']
5922286,"['5922285', '4958757']"
5922285,['4958757']
6036538,['6021213']
4383408,['5934974']
5934974,['13961191']
4964478,"['5934974', '4383408', '13714579']"
4964565,"['13961191', '14212120', '13714579']"
4182532,"['6021213', '6036538', '4964478', '4964565', '4970226']"
5422026,"['6036538', '4964478', '4964565']"
4976110,"['4958757', '4164885', '4976109']"
4978533,"['4976109', '4978534']"
4978534,"['5666958', '4978533']"
5413324,['5666958']
5523967,"['5002519', '4976110', '4978533', '4978534', '5666958']"
14292995,['13714578']
5812474,"['5914694', '4964565', '4874495', '4970226', '13694489', '13714579', '13961191', '14212120']"
5344114,"['6036538', '4964565', '6021213']"
4194088,"['6021213', '4181833']"
4106463,"['5812474', '13694489', '13714579', '13961191', '14112262', '14212120']"
4942966,['13872176']
4873814,"['5931921', '4958757', '5922286', '4225263', '4164885', '4285446', '5320303', '14112262', '14253481', '14278233']"
4176937,['4235040']
4976109,"['4958757', '4873814', '14278233']"
4176223,"['4162237', '6019133', '6069927', '14316948']"
4986073,"['5330427', '4875325']"
5060291,['4100684']
4115133,"['5576335', '4102688', '5002519']"
4120244,"['4976110', '5103551', '5576335', '4102688', '5005299']"
4582841,"['4101362', '5112203', '5060291']"
4329157,['5782768']
14278233,['14253481']
5782768,"['4225263', '5320303', '4285446', '5931921', '14253481', '14278233']"
13694489,['13714579']
13961191,"['13694489', '13714578', '13714579']"
14022146,['13714579']
1089602,"['4390899', '4189835', '4977280']"
772153,"['6021213', '13714578']"
1184745,"['4542735', '4547573', '4536807', '4734261', '4703235', '5018051', '4995527', '16695957']"
1185106,"['4149357', '4550767', '4656704', '5018051', '4978228']"
46843,['4134571']
11344546,"['4960742', '4181833', '4390899', '4097977', '4111773', '14316946', '14316948']"
62761,['4215762']
804029,"['5018051', '4181833', '4189835', '4964859']"
4215762,['4181833']
4622104,"['4166664', '5641611', '4191768', '5477937', '4101362', '5516433', '4254163', '4536807']"
4578156,"['4106463', '5156708']"
234911,"['4194088', '6021213']"
4536614,"['4181833', '4977281']"
4640945,"['4159289', '6019133', '4991439', '5487544', '14078003', '14316946']"
4875325,['13823727']
819460,['4400956']
5126636,['5691985']
5018054,"['5691986', '4097588', '4101362', '4101973']"
4134571,"['4977280', '4977281', '4977283', '4977284', '4189835', '4629202', '4631911', '4632471']"
4629202,"['4977280', '4977283', '4189835', '4631911', '4632471']"
4631911,"['4964859', '4977283', '4632471']"
4632471,"['4977280', '4189835', '4964859']"
328388,"['1127105', '4578156', '4977002', '4991439', '16558099']"
16558099,"['4182532', '6036538']"
4539847,"['5718505', '5018054']"
4120093,"['4941661', '5033804']"
4235040,['4176937']
5329465,['14330416']
5132788,"['4881700', '5422026']"
5025438,['13130792']
1078839,"['4401604', '4270168', '4543455']"
53267,"['1090698', '1100764', '4128439', '4547437']"
1084408,"['4128439', '4137653', '4132993', '53267', '4547437', '1100765', '1100762']"
1085337,"['13130792', '4128439', '4139236', '4547437', '132509', '1085339', '1085338', '1100764', '1100762', '1081574', '1082489']"
1085338,"['4139236', '19867386', '53267', '1081574', '1082489', '1085337', '1085339', '1089744', '1100764', '4128439', '4547437']"
1085339,"['4128439', '4139236', '1085338', '1085337', '1090698', '1100764']"
1089744,"['4547437', '4128439']"
1100765,"['5058234', '4113510', '4128439', '4137653']"
4137653,"['5058234', '5061977', '4113510', '4115708', '4128439', '4149357', '4131510', '4132993']"
4547437,['4128439']
4543023,"['5926301', '4173924', '4097588', '4999540', '4941661', '4111775', '4556012', '4571426']"
131175,"['125290', '4545896', '4911896']"
1261091,['4543023']
1079853,['4709269']
4709269,"['5691986', '5718505', '4097588', '4101362', '4102685', '5018054', '4539847']"
4111775,"['4104295', '5105301', '5315413', '5126636', '4110525', '15776565']"
4219768,"['4977002', '4101362', '4567307', '4549624', '4549625']"
5064226,"['4097588', '4101362', '4101973', '4102685', '4104295', '5315413', '4106485', '4110525', '15776565']"
4549624,['4554454']
5062171,"['5691986', '4101362']"
4110525,"['5315413', '4097588']"
4117194,"['4102685', '4934503', '5105301', '4106485', '4563148']"
15776565,['4097588']
5103556,['5691985']
4104282,['4173924']
4875326,"['5931921', '5914695', '13658145']"
5112203,"['4392946', '4097588', '4101362', '4102688', '5002521', '5002522']"
5002521,"['4976110', '5002522']"
5002522,"['4976110', '5002521']"
4623313,"['4097588', '4101362', '5112203', '5002521', '5002522']"
4541673,"['4941661', '5033804']"
4542734,['4345108']
4543456,['5033418']
4119586,"['4911896', '4101345', '5058234', '5061977']"
4145387,"['4911896', '4943147', '5066511']"
4514995,"['15776565', '4097588', '4101362', '4104295', '4105838', '5315413', '4106485', '4110525', '4111775', '5064226']"
4123826,"['15776562', '4625441']"
15776562,"['5691985', '5463248']"
4571327,"['4111775', '4115708', '4117194', '15776565']"
5099654,['5691985']
4943147,['4911896']
4943149,"['5691986', '5463248']"
4554743,"['5463248', '4943149']"
5066511,"['5691985', '5058234', '5062922', '4115708']"
4115708,"['5463248', '4943147', '5062922', '5065753', '5066511']"
4506774,"['4104295', '5105301', '5315413', '5126636', '4110525', '4111775', '15776565']"
4173924,"['5926300', '4164885']"
4941661,"['5926300', '5926301', '4173924']"
5033418,"['4392946', '5576335', '5033417']"
5033804,"['5926300', '4941661', '4556012']"
4556012,"['5926300', '4097588', '4941661']"
4266346,"['4101362', '4102685', '5061977', '5691986']"
4571426,"['4102685', '4999540', '5064226']"
4583779,"['5926300', '4097588', '4104282', '4941661', '5033804', '4556012']"
4392946,"['5691985', '5691986']"
4405532,"['4392946', '4401604']"
806648,"['4128447', '4545896']"
4610075,['4943147']
4544247,"['5315413', '4102685', '5062171', '4110525', '4506774', '4571327']"
4128447,['4737981']
4121927,"['4101973', '4934503', '5105301', '4106485', '4536706', '4110525', '4111775', '4554454', '5064226', '4117193']"
4544248,['4568302']
4563148,['4117194']
4596514,['5062922']
4568302,['5066511']
4543458,['4123830']
4737981,"['4941661', '5062922', '4556012']"
4128439,"['4097588', '4102685', '4106485', '4117194']"
4401604,"['5691986', '4392946']"
4270168,"['4392946', '4405532']"
4543455,"['4392946', '4401604', '4625441']"
4545897,"['4097588', '5112203', '5009704', '5060291', '4401604', '4405532', '4270168', '4582841', '4543455']"
1090698,"['4128447', '4139236']"
4591172,"['4941661', '4173924']"
4545896,"['4911896', '5165203', '5058234', '4110525']"
4134784,"['4911896', '4943147', '4551216', '4115708']"
4123830,"['4101362', '4102685', '4934503', '4106485', '5058234', '4110525', '4623315', '4113510']"
46267,['4197831']
46911,"['4100684', '4225263']"
4598016,['4941661']
5033417,['5033418']
19867386,"['4556012', '4941661', '5033804']"
4139236,"['4128439', '4128447']"
1100764,['1090698']
239679,['4375969']
4140144,['4111775']
4656704,"['5782768', '4943930', '5018051', '14253481']"
1194857,"['4140144', '4656704', '4816302']"
14239846,"['13694489', '13714579', '14112262']"
13848490,['14409703']
4959665,"['14316946', '14247728']"
4542253,"['4977002', '4390899', '4390900', '4101362', '5058234', '4111773', '5018051', '4631990', '4632688', '4176223', '4178112']"
4632688,"['5922092', '4226271', '6074005', '5778786', '4097977', '4111773', '4507613']"
4900926,"['4165629', '14316948']"
4254163,"['4176223', '5477937', '4101362', '14247728']"
5320303,"['14278233', '14253481']"
5103551,"['4285446', '5666958', '4976110', '4978533', '4978534']"
5009704,['4392946']
4982196,"['4976109', '14253481']"
4943930,"['4874495', '4958757', '5922745', '5922746']"
4623315,"['4976110', '5002521', '5002522']"
4703235,"['4536807', '4622104']"
4164885,"['4225263', '14278233', '14253481']"
5487544,"['4159289', '14087621']"
4997584,"['4960742', '4383923', '4176223', '5487544', '4254163', '14247728', '14316948']"
4225264,"['13929797', '14151101']"
4347288,['13130792']
4355423,['4347288']
14084657,['13714579']
14212120,"['13714579', '13961191', '14084657']"
5914694,"['13961191', '14084657', '14212120']"
5914695,"['14112262', '14212120', '14253481']"
4874491,"['5931921', '6073998', '14253481', '14278233']"
4225263,['14278233']
5691986,['5691985']
5508378,"['5914694', '4964565', '4874495', '5666958', '5812474', '5413324', '5508379']"
14332166,"['13929797', '14087622']"
5667579,"['4159289', '6019133', '4960742', '4165629', '6054730', '13929797', '14078003', '14316946']"
4182367,"['6019133', '4165629', '4964564', '5666963', '13929797', '14078003', '14316946']"
4978744,"['4176223', '14332166']"
5347695,"['4159289', '4383923', '5666963', '4182367', '14078003', '14316946', '4964564']"
4193934,"['5891628', '5922093', '4959665', '4193935']"
5508377,"['4159289', '4165629', '4964564', '4383923', '5666963', '4193935', '14078003', '14280442', '14316946']"
5343436,"['5666963', '14151101', '14280442']"
4097977,"['4159289', '4960742', '6069927', '6074005', '4181833', '14223932', '14316946']"
5166612,"['5343436', '4098172', '13929797', '14316946']"
6074005,"['4159289', '6019133', '14316946', '14332166']"
4193935,"['4162237', '4165629', '4193934', '14332166']"
14409703,['13848490']
5922745,['14212120']
5926300,['5926301']
10976226,['10976227']
10976227,"['14112262', '10976226']"
6050946,['5914694']
14195604,['14195605']
14195605,"['13714579', '14195604']"
5891629,"['5891628', '14087622']"
5922093,['5922092']
4964172,['5922093']
4162485,['4162486']
4162486,"['4159289', '4162485', '14078003', '14151101', '14316946']"
4164884,"['4162237', '4162485', '4162486', '13872176', '6025317']"
5682943,"['4162237', '4164884', '6025317', '4226164', '4226271', '13694489', '14264268', '14316948']"
6073998,['13714579']
5762047,"['6073998', '5656398', '5656399', '13694489', '14253481', '5931921', '5914694']"
